period,generation,solution_rank,lambda_h,lambda_k,lambda,tip,lambda_k_branch
28,-1,12,5.8024185456417856e-11,0.011782285892552813,0.4999952730498062,0.5000047269501938,kperiod_sum
28,-1,13,1.9174262178012214e-10,0.011782285892552813,0.49999140717697843,0.5000085928230216,kperiod_sum
28,-1,14,3.43928675539118e-09,0.011782285892552813,0.4999636076024574,0.5000363923975426,kperiod_sum
28,-1,15,1.2785347780486234e-09,0.011782285892552813,0.4999778112547244,0.5000221887452756,kperiod_sum
28,-1,16,2.1463415744715776e-08,0.011782285892552813,0.4999090870196863,0.5000909129803137,kperiod_sum
28,-1,17,1.5973296485505275e-08,0.011782285892552813,0.49992157152775407,0.5000784284722459,kperiod_sum
28,-1,18,5.392972673434748e-07,0.011782285892552813,0.4995442879023889,0.5004557120976111,kperiod_sum
28,-1,19,2.7267799838082143e-07,0.011782285892552813,0.4996759578451727,0.5003240421548273,kperiod_sum
29,-1,0,0.0,0.011782285892552813,0.5000000000000001,0.4999999999999999,kperiod_sum
29,-1,1,0.0,0.011782285892552813,0.5,0.5,kperiod_sum
29,-1,2,0.0,0.011782285892552813,0.5,0.5,kperiod_sum
29,-1,3,0.0,0.011782285892552813,0.5000000000000002,0.49999999999999983,kperiod_sum
29,-1,4,0.0,0.011782285892552813,0.5,0.5,kperiod_sum
29,-1,5,0.0,0.011782285892552813,0.5000000000000002,0.49999999999999983,kperiod_sum
29,-1,6,0.0,0.011782285892552813,0.5,0.5,kperiod_sum
29,-1,7,0.0,0.011782285892552813,0.5,0.5,kperiod_sum
29,-1,8,7.505995824885759e-13,0.011782285892552813,0.49999946240934,0.50000053759066,kperiod_sum
29,-1,9,7.360112519450013e-13,0.011782285892552813,0.49999946757606184,0.5000005324239382,kperiod_sum
29,-1,10,3.6267988612337375e-12,0.011782285892552813,0.49999881820889924,0.5000011817911008,kperiod_sum
29,-1,11,1.1986012182774176e-11,0.011782285892552813,0.4999978516097524,0.5000021483902476,kperiod_sum
29,-1,12,2.1510673242630673e-10,0.011782285892552813,0.4999908986972861,0.5000091013027139,kperiod_sum
29,-1,13,7.994505057951073e-11,0.011782285892552813,0.49999445154031474,0.5000055484596853,kperiod_sum
29,-1,14,1.3439372614776347e-09,0.011782285892552813,0.49997725080709954,0.5000227491929005,kperiod_sum
29,-1,15,9.99902960430177e-10,0.011782285892552813,0.4999803774512115,0.5000196225487885,kperiod_sum
29,-1,16,3.4017828554055995e-08,0.011782285892552813,0.4998855463174334,0.5001144536825666,kperiod_sum
29,-1,17,1.714816588727075e-08,0.011782285892552813,0.49991873841000833,0.5000812615899917,kperiod_sum
29,-1,18,3.411945682985085e-07,0.011782285892552813,0.49963752545500395,0.500362474544996,kperiod_sum
29,-1,19,3.5400059423817963e-07,0.011782285892552813,0.4996307857505342,0.5003692142494658,kperiod_sum
0,-1,0,9.114316461555916e-07,0.015488404921392807,0.49940756804049924,0.5005924319595008,kperiod_sum
0,-1,1,8.933210717154694e-07,0.015488404921392807,0.4994134835228998,0.5005865164771002,kperiod_sum
0,-1,2,9.066719585115735e-07,0.015488404921392807,0.49940911696706647,0.5005908830329335,kperiod_sum
0,-1,3,9.234976092842296e-07,0.015488404921392807,0.4994036594875253,0.5005963405124747,kperiod_sum
0,-1,4,1.0215462745710724e-06,0.015488404921392807,0.49937280087588565,0.5006271991241144,kperiod_sum
0,-1,5,1.024686637041139e-06,0.015488404921392807,0.499371837571172,0.500628162428828,kperiod_sum
0,-1,6,9.259671521544277e-07,0.015488404921392807,0.49940286267716827,0.5005971373228317,kperiod_sum
0,-1,7,7.637907648350151e-07,0.015488404921392807,0.49945766999009544,0.5005423300099046,kperiod_sum
0,-1,8,9.484810001403333e-07,0.015488404921392807,0.499395646915639,0.500604353084361,kperiod_sum
0,-1,9,9.437194074202182e-07,0.015488404921392807,0.49939716581974136,0.5006028341802586,kperiod_sum
0,-1,10,8.592304672760953e-07,0.015488404921392807,0.49942478359408027,0.5005752164059197,kperiod_sum
0,-1,11,7.963849627756758e-07,0.015488404921392807,0.49944621911735876,0.5005537808826412,kperiod_sum
0,-1,12,1.0370808945614485e-06,0.015488404921392807,0.49936804997265494,0.5006319500273451,kperiod_sum
0,-1,13,7.780800477918959e-07,0.015488404921392807,0.49945262044263394,0.5005473795573661,kperiod_sum
0,-1,14,8.300151879803153e-07,0.015488404921392807,0.4994346473250316,0.5005653526749684,kperiod_sum
0,-1,15,1.0650769797115877e-06,0.015488404921392807,0.49935957700450395,0.500640422995496,kperiod_sum
0,-1,16,3.3361702000966886e-07,0.015488404921392807,0.49964157313079327,0.5003584268692067,kperiod_sum
0,-1,17,8.858122848232064e-07,0.015488404921392807,0.49941595369849656,0.5005840463015034,kperiod_sum
0,-1,18,8.626714412818259e-07,0.015488404921392807,0.499423632956011,0.500576367043989,kperiod_sum
0,-1,19,2.900755584733794e-07,0.015488404921392807,0.49966578031135,0.50033421968865,kperiod_sum
1,-1,0,4.021976651724657e-08,0.015488404921392807,0.49987554961392533,0.5001244503860747,kperiod_sum
1,-1,1,3.941504083115888e-08,0.015488404921392807,0.4998768009195941,0.5001231990804059,kperiod_sum
1,-1,2,4.076056352442237e-08,0.015488404921392807,0.4998747157245802,0.5001252842754198,kperiod_sum
1,-1,3,4.510503260890531e-08,0.015488404921392807,0.49986820802198884,0.5001317919780112,kperiod_sum
1,-1,4,4.523993349936362e-08,0.015488404921392807,0.49986801108646817,0.5001319889135318,kperiod_sum
1,-1,5,4.0860373684559196e-08,0.015488404921392807,0.499874562426732,0.500125437573268,kperiod_sum
1,-1,6,3.367861959313601e-08,0.015488404921392807,0.49988611838480623,0.5001138816151938,kperiod_sum
1,-1,7,4.1857794430555374e-08,0.015488404921392807,0.49987304066291727,0.5001269593370827,kperiod_sum
1,-1,8,4.164593380151516e-08,0.015488404921392807,0.4998733623687903,0.5001266376312097,kperiod_sum
1,-1,9,3.790016710469857e-08,0.015488404921392807,0.49987919162601535,0.5001208083739846,kperiod_sum
1,-1,10,3.512693466101169e-08,0.015488404921392807,0.49988369547755984,0.5001163045224402,kperiod_sum
1,-1,11,4.5798291659071566e-08,0.015488404921392807,0.49986719907026644,0.5001328009297336,kperiod_sum
1,-1,12,3.4311982155532664e-08,0.015488404921392807,0.49988505253992943,0.5001149474600706,kperiod_sum
1,-1,13,3.6603810682489525e-08,0.015488404921392807,0.4998812756976584,0.5001187243023416,kperiod_sum
1,-1,14,4.7040478212689864e-08,0.015488404921392807,0.4998654101406015,0.5001345898593985,kperiod_sum
1,-1,15,1.4651515400920801e-08,0.015488404921392807,0.4999248865426501,0.5000751134573499,kperiod_sum
1,-1,16,3.80494321050584e-08,0.015488404921392807,0.49987895396547377,0.5001210460345262,kperiod_sum
1,-1,17,1.2733713283807901e-08,0.015488404921392807,0.4999299748559881,0.5000700251440119,kperiod_sum
1,-1,18,4.312852586263461e-06,0.015488404921392807,0.49871128007084176,0.5012887199291582,kperiod_sum
1,-1,19,6.249489762988337e-06,0.015488404921392807,0.49844869064993713,0.5015513093500629,kperiod_sum
2,-1,0,2.1496014968036548e-09,0.015488404921392807,0.49997122896627044,0.5000287710337296,kperiod_sum
2,-1,1,2.1065412414422723e-09,0.015488404921392807,0.49997151859216105,0.500028481407839,kperiod_sum
2,-1,2,2.1785898085546762e-09,0.015488404921392807,0.4999710356209367,0.5000289643790633,kperiod_sum
2,-1,3,2.418088529410056e-09,0.015488404921392807,0.49996948505568384,0.5000305149443162,kperiod_sum
2,-1,4,2.18382252281657e-09,0.015488404921392807,0.49997100085725066,0.5000289991427493,kperiod_sum
2,-1,5,1.799787718859136e-09,0.015488404921392807,0.4999736738638947,0.5000263261361053,kperiod_sum
2,-1,6,2.2371610564064784e-09,0.015488404921392807,0.4999706488506497,0.5000293511493503,kperiod_sum
2,-1,7,2.2258216270110156e-09,0.015488404921392807,0.49997072333090475,0.5000292766690952,kperiod_sum
2,-1,8,2.0254792842955283e-09,0.015488404921392807,0.4999720719646913,0.5000279280353087,kperiod_sum
2,-1,9,1.8772902232733203e-09,0.015488404921392807,0.49997311300984937,0.5000268869901506,kperiod_sum
2,-1,10,2.448047664582731e-09,0.015488404921392807,0.49996929660291123,0.5000307033970888,kperiod_sum
2,-1,11,1.8336634211024717e-09,0.015488404921392807,0.49997342726386906,0.5000265727361309,kperiod_sum
2,-1,12,1.9561300579340467e-09,0.015488404921392807,0.4999725542352189,0.5000274457647811,kperiod_sum
2,-1,13,2.5144935134058246e-09,0.015488404921392807,0.49996888271224027,0.5000311172877597,kperiod_sum
2,-1,14,7.824495051877989e-10,0.015488404921392807,0.499982641800929,0.500017358199071,kperiod_sum
2,-1,15,6.799835694515366e-10,0.015488404921392807,0.4999838182424139,0.5000161817575861,kperiod_sum
2,-1,16,2.820117313673265e-07,0.015488404921392807,0.49967045854890535,0.5003295414510947,kperiod_sum
2,-1,17,4.1075805646828555e-07,0.015488404921392807,0.4996022872626026,0.5003977127373974,kperiod_sum
2,-1,18,3.803163260018838e-06,0.015488404921392807,0.4987898234019681,0.5012101765980319,kperiod_sum
2,-1,19,3.95917506659238e-06,0.015488404921392807,0.49876525120741066,0.5012347487925893,kperiod_sum
3,-1,0,1.2469985044560873e-10,0.015488404921392807,0.4999930703772082,0.5000069296227918,kperiod_sum
3,-1,1,1.2220134903984105e-10,0.015488404921392807,0.4999931401468859,0.5000068598531141,kperiod_sum
3,-1,2,1.263824045416584e-10,0.015488404921392807,0.49999302378280486,0.5000069762171951,kperiod_sum
3,-1,3,1.2668456284004038e-10,0.015488404921392807,0.49999301544793295,0.500006984552067,kperiod_sum
3,-1,4,1.0440588393834105e-10,0.015488404921392807,0.4999936592735805,0.5000063407264195,kperiod_sum
3,-1,5,1.2977898755650585e-10,0.015488404921392807,0.4999929306633827,0.5000070693366173,kperiod_sum
3,-1,6,1.174982111606937e-10,0.015488404921392807,0.4999932734536362,0.5000067265463638,kperiod_sum
3,-1,7,1.0890288670850623e-10,0.015488404921392807,0.4999935241615263,0.5000064758384737,kperiod_sum
3,-1,8,1.4201509968003734e-10,0.015488404921392807,0.4999926049068667,0.5000073950931333,kperiod_sum
3,-1,9,1.0637121183876275e-10,0.015488404921392807,0.49999359987323744,0.5000064001267626,kperiod_sum
3,-1,10,1.1347482953283361e-10,0.015488404921392807,0.49999338962549134,0.5000066103745087,kperiod_sum
3,-1,11,1.4586981622599637e-10,0.015488404921392807,0.49999250521339533,0.5000074947866047,kperiod_sum
3,-1,12,4.538579512214369e-11,0.015488404921392807,0.4999958194209261,0.5000041805790739,kperiod_sum
3,-1,13,3.944184978621479e-11,0.015488404921392807,0.49999610277259543,0.5000038972274046,kperiod_sum
3,-1,14,1.790035389914735e-08,0.015488404921392807,0.4999169753054129,0.5000830246945871,kperiod_sum
3,-1,15,2.6102830397167764e-08,0.015488404921392807,0.4998997417137099,0.5001002582862901,kperiod_sum
3,-1,16,2.4832993241741267e-07,0.015488404921392807,0.49969076332187734,0.5003092366781227,kperiod_sum
3,-1,17,2.586145417815544e-07,0.015488404921392807,0.49968442475047736,0.5003155752495226,kperiod_sum
3,-1,18,3.781054446239107e-06,0.015488404921392807,0.4987933460670617,0.5012066539329383,kperiod_sum
3,-1,19,6.386235470245972e-06,0.015488404921392807,0.4984318103407511,0.5015681896592489,kperiod_sum
4,-1,0,7.364409082555312e-12,0.015488404921392807,0.4999983159776298,0.5000016840223702,kperiod_sum
4,-1,1,7.61640750468473e-12,0.015488404921392807,0.49999828741051733,0.5000017125894827,kperiod_sum
4,-1,2,7.63459295782809e-12,0.015488404921392807,0.4999982853667361,0.5000017146332639,kperiod_sum
4,-1,3,6.2921667876025825e-12,0.015488404921392807,0.49999844341366884,0.5000015565863312,kperiod_sum
4,-1,4,7.821043812583639e-12,0.015488404921392807,0.4999982645538724,0.5000017354461276,kperiod_sum
4,-1,5,7.0810357577499875e-12,0.015488404921392807,0.4999983487030404,0.5000016512969596,kperiod_sum
4,-1,6,6.563050103380875e-12,0.015488404921392807,0.4999984102447268,0.5000015897552732,kperiod_sum
4,-1,7,8.558553865611885e-12,0.015488404921392807,0.4999981845844267,0.5000018154155733,kperiod_sum
4,-1,8,6.410372233034423e-12,0.015488404921392807,0.4999984288317365,0.5000015711682635,kperiod_sum
4,-1,9,8.790668193370266e-12,0.015488404921392807,0.4999981601116601,0.5000018398883399,kperiod_sum
4,-1,10,2.7353119769202294e-12,0.015488404921392807,0.4999989737052499,0.5000010262947501,kperiod_sum
4,-1,11,2.3769985979527066e-12,0.015488404921392807,0.49999904326463696,0.500000956735363,kperiod_sum
4,-1,12,1.1253641019060013e-09,0.015488404921392807,0.49997918276703857,0.5000208172329614,kperiod_sum
4,-1,13,1.6413792325309374e-09,0.015488404921392807,0.49997485909152095,0.500025140908479,kperiod_sum
4,-1,14,1.575743885373626e-08,0.015488404921392807,0.4999221032582163,0.5000778967417837,kperiod_sum
4,-1,15,1.6411377756764267e-08,0.015488404921392807,0.4999205033185745,0.5000794966814255,kperiod_sum
4,-1,16,2.4694032678684864e-07,0.015488404921392807,0.4996916297495888,0.5003083702504112,kperiod_sum
4,-1,17,4.197844317155308e-07,0.015488404921392807,0.4995979411569309,0.5004020588430691,kperiod_sum
4,-1,18,3.989233707668572e-06,0.015488404921392807,0.49876057287755415,0.5012394271224458,kperiod_sum
4,-1,19,6.380563204788636e-06,0.015488404921392807,0.4984325069287123,0.5015674930712877,kperiod_sum
5,-1,0,4.5203840670637873e-13,0.015488404921392807,0.49999958276643985,0.5000004172335601,kperiod_sum
5,-1,1,4.675260178998997e-13,0.015488404921392807,0.4999995756887522,0.5000004243112478,kperiod_sum
5,-1,2,4.686251386942786e-13,0.015488404921392807,0.49999957518253946,0.5000004248174605,kperiod_sum
5,-1,3,3.861910791158607e-13,0.015488404921392807,0.49999961433910123,0.5000003856608988,kperiod_sum
5,-1,4,4.0287773117597683e-13,0.015488404921392807,0.49999960612129923,0.5000003938787008,kperiod_sum
5,-1,5,5.252798196409003e-13,0.015488404921392807,0.4999995502133907,0.5000004497866093,kperiod_sum
5,-1,6,3.9338532431543174e-13,0.015488404921392807,0.49999961072636334,0.5000003892736367,kperiod_sum
5,-1,7,5.395683899678261e-13,0.015488404921392807,0.4999995441502314,0.5000004558497686,kperiod_sum
5,-1,8,1.6796564139553994e-13,0.015488404921392807,0.4999997457225034,0.5000002542774966,kperiod_sum
5,-1,9,1.4598322550796184e-13,0.015488404921392807,0.49999976295644544,0.5000002370435546,kperiod_sum
5,-1,10,7.050879879955119e-11,0.015488404921392807,0.4999947892679958,0.5000052107320042,kperiod_sum
5,-1,11,1.0284033624685663e-10,0.015488404921392807,0.49999370699120504,0.500006293008795,kperiod_sum
5,-1,12,9.905893105788267e-10,0.015488404921392807,0.49998046905297044,0.5000195309470296,kperiod_sum
5,-1,13,1.0317120158198635e-09,0.015488404921392807,0.49998006777809967,0.5000199322219003,kperiod_sum
5,-1,14,1.5670181952032183e-08,0.015488404921392807,0.49992231923452124,0.5000776807654788,kperiod_sum
5,-1,15,2.6676789277590984e-08,0.015488404921392807,0.4998986454482347,0.5001013545517653,kperiod_sum
5,-1,16,2.606791641546202e-07,0.015488404921392807,0.49968316757361475,0.5003168324263852,kperiod_sum
5,-1,17,4.195650684879482e-07,0.015488404921392807,0.4995980462209365,0.5004019537790635,kperiod_sum
5,-1,18,3.31984716067657e-06,0.015488404921392807,0.49886933138314193,0.5011306686168581,kperiod_sum
5,-1,19,6.981712647613492e-06,0.015488404921392807,0.4983603276473342,0.5016396723526658,kperiod_sum
6,-1,0,2.807754029277021e-14,0.015488404921392807,0.49999989615730944,0.5000001038426906,kperiod_sum
6,-1,1,2.8976820942716586e-14,0.015488404921392807,0.49999989439581327,0.5000001056041867,kperiod_sum
6,-1,2,2.8976820942716586e-14,0.015488404921392807,0.4999998942698365,0.5000001057301635,kperiod_sum
6,-1,3,2.3880897259687117e-14,0.015488404921392807,0.4999999040150982,0.5000000959849018,kperiod_sum
6,-1,4,2.4980018054066022e-14,0.015488404921392807,0.49999990196984845,0.5000000980301516,kperiod_sum
6,-1,5,3.247402347028583e-14,0.015488404921392807,0.4999998880555362,0.5000001119444638,kperiod_sum
6,-1,6,1.0391687510491466e-14,0.015488404921392807,0.4999999367140062,0.5000000632859938,kperiod_sum
6,-1,7,9.092726571680033e-15,0.015488404921392807,0.49999994100324163,0.5000000589967584,kperiod_sum
6,-1,8,4.411671028492492e-12,0.015488404921392807,0.49999869659032314,0.5000013034096769,kperiod_sum
6,-1,9,6.434652810582975e-12,0.015488404921392807,0.49999842588623944,0.5000015741137606,kperiod_sum
6,-1,10,6.206455349655471e-11,0.015488404921392807,0.4999951112370373,0.5000048887629627,kperiod_sum
6,-1,11,6.464119239879551e-11,0.015488404921392807,0.4999950107970532,0.5000049892029468,kperiod_sum
6,-1,12,9.851195859056361e-10,0.015488404921392807,0.49998052304904206,0.5000194769509579,kperiod_sum
6,-1,13,1.6774668654129244e-09,0.015488404921392807,0.4999745842196214,0.5000254157803786,kperiod_sum
6,-1,14,1.654400366701836e-08,0.015488404921392807,0.49992018274528127,0.5000798172547187,kperiod_sum
6,-1,15,2.666539019591241e-08,0.015488404921392807,0.49989866710571496,0.500101332894285,kperiod_sum
6,-1,16,2.165243653373672e-07,0.015488404921392807,0.4997112447739479,0.5002887552260521,kperiod_sum
6,-1,17,4.5928447495180436e-07,0.015488404921392807,0.49957945029269113,0.5004205497073089,kperiod_sum
6,-1,18,7.865222668757e-06,0.015488404921392807,0.49825967022453077,0.5017403297754692,kperiod_sum
6,-1,19,4.8138169151834555e-06,0.015488404921392807,0.49863848950322676,0.5013615104967732,kperiod_sum
7,-1,0,1.6986412276764896e-15,0.015488404921392807,0.4999999740971821,0.5000000259028179,kperiod_sum
7,-1,1,1.6986412276764896e-15,0.015488404921392807,0.4999999736577936,0.5000000263422064,kperiod_sum
7,-1,2,1.898481372109018e-15,0.015488404921392807,0.4999999736263704,0.5000000263736296,kperiod_sum
7,-1,3,1.3988810110276972e-15,0.015488404921392807,0.4999999760572329,0.5000000239427671,kperiod_sum
7,-1,4,1.5987211554602255e-15,0.015488404921392807,0.4999999755470641,0.5000000244529359,kperiod_sum
7,-1,5,5.995204332975846e-16,0.015488404921392807,0.49999998421369973,0.5000000157863003,kperiod_sum
7,-1,6,5.995204332975846e-16,0.015488404921392807,0.4999999852836169,0.5000000147163831,kperiod_sum
7,-1,7,2.757793993168889e-13,0.015488404921392807,0.4999996740615351,0.5000003259384649,kperiod_sum
7,-1,8,4.023781308148955e-13,0.015488404921392807,0.49999960637084107,0.5000003936291589,kperiod_sum
7,-1,9,4.044564683169938e-12,0.015488404921392807,0.499998752000829,0.500001247999171,kperiod_sum
7,-1,10,6.172232724921401e-11,0.015488404921392807,0.4999951247415456,0.5000048752584544,kperiod_sum
7,-1,11,1.0510112780082182e-10,0.015488404921392807,0.49999363819902454,0.5000063618009755,kperiod_sum
7,-1,12,1.0400735273030648e-09,0.015488404921392807,0.49997998717110503,0.500020012828895,kperiod_sum
7,-1,13,1.6767908062043091e-09,0.015488404921392807,0.49997458934197925,0.5000254106580208,kperiod_sum
7,-1,14,1.3735916304380425e-08,0.015488404921392807,0.49992727138876214,0.5000727286112379,kperiod_sum
7,-1,15,2.9191554873353455e-08,0.015488404921392807,0.49989397577892525,0.5001060242210748,kperiod_sum
7,-1,16,5.188995494287419e-07,0.015488404921392807,0.49955298911783286,0.5004470108821671,kperiod_sum
7,-1,17,3.1500625288227727e-07,0.015488404921392807,0.4996517139757636,0.5003482860242364,kperiod_sum
7,-1,18,4.5075367594460404e-06,0.015488404921392807,0.49868251443595046,0.5013174855640495,kperiod_sum
7,-1,19,4.253436221435259e-06,0.015488404921392807,0.49872018792496686,0.5012798120750331,kperiod_sum
8,-1,0,9.992007221626409e-17,0.015488404921392807,0.49999999353150526,0.5000000064684947,kperiod_sum
8,-1,1,9.992007221626409e-17,0.015488404921392807,0.4999999934217809,0.5000000065782191,kperiod_sum
8,-1,2,0.0,0.015488404921392807,0.49999999402097006,0.5000000059790299,kperiod_sum
8,-1,3,9.992007221626409e-17,0.015488404921392807,0.4999999938935702,0.5000000061064298,kperiod_sum
8,-1,4,9.992007221626409e-17,0.015488404921392807,0.49999999605781087,0.5000000039421891,kperiod_sum
8,-1,5,9.992007221626409e-17,0.015488404921392807,0.49999999632499226,0.5000000036750077,kperiod_sum
8,-1,6,1.7186252421197425e-14,0.015488404921392807,0.49999991850492775,0.5000000814950722,kperiod_sum
8,-1,7,2.5279778270714814e-13,0.015488404921392807,0.499999687917297,0.500000312082703,kperiod_sum
8,-1,8,3.861910791158607e-12,0.015488404921392807,0.4999987805006043,0.5000012194993957,kperiod_sum
8,-1,9,6.575839872624556e-12,0.015488404921392807,0.49999840868059064,0.5000015913194094,kperiod_sum
8,-1,10,6.516537309764203e-11,0.015488404921392807,0.4999949906080481,0.5000050093919519,kperiod_sum
8,-1,11,1.0505926129056321e-10,0.015488404921392807,0.4999936394615311,0.5000063605384689,kperiod_sum
8,-1,12,8.634765902293396e-10,0.015488404921392807,0.4999817651696138,0.5000182348303862,kperiod_sum
8,-1,13,1.8356271502817378e-09,0.015488404921392807,0.49997341303748055,0.5000265869625194,kperiod_sum
8,-1,14,3.300324183941328e-08,0.015488404921392807,0.4998872660362962,0.5001127339637038,kperiod_sum
8,-1,15,1.9997606870436615e-08,0.015488404921392807,0.49991224628903186,0.5000877537109681,kperiod_sum
8,-1,16,2.947982534085014e-07,0.015488404921392807,0.49966307059533654,0.5003369294046635,kperiod_sum
8,-1,17,2.7798183305227653e-07,0.015488404921392807,0.4996728215657833,0.5003271784342167,kperiod_sum
8,-1,18,6.495342438606056e-06,0.015488404921392807,0.4984184710648787,0.5015815289351213,kperiod_sum
8,-1,19,3.7063877898813046e-06,0.015488404921392807,0.4988053197075524,0.5011946802924476,kperiod_sum
9,-1,0,0.0,0.015488404921392807,0.49999999835636044,0.5000000016436396,kperiod_sum
9,-1,1,0.0,0.015488404921392807,0.499999998506074,0.500000001493926,kperiod_sum
9,-1,2,0.0,0.015488404921392807,0.4999999984742418,0.5000000015257582,kperiod_sum
9,-1,3,0.0,0.015488404921392807,0.49999999901500003,0.500000000985,kperiod_sum
9,-1,4,0.0,0.015488404921392807,0.4999999990817583,0.5000000009182417,kperiod_sum
9,-1,5,9.992007221626409e-16,0.015488404921392807,0.4999999796249437,0.5000000203750563,kperiod_sum
9,-1,6,1.5687451337953463e-14,0.015488404921392807,0.4999999219692357,0.5000000780307643,kperiod_sum
9,-1,7,4.111710971699267e-13,0.015488404921392807,0.4999996020685833,0.5000003979314167,kperiod_sum
9,-1,8,4.077438386929089e-12,0.015488404921392807,0.49999874695022906,0.5000012530497709,kperiod_sum
9,-1,9,6.573241950746933e-12,0.015488404921392807,0.4999984089951225,0.5000015910048775,kperiod_sum
9,-1,10,5.410082382084625e-11,0.015488404921392807,0.49999543565549676,0.5000045643445032,kperiod_sum
9,-1,11,1.1500950192200321e-10,0.015488404921392807,0.49999334506840176,0.5000066549315982,kperiod_sum
9,-1,12,2.0756039886826726e-09,0.015488404921392807,0.4999717285082118,0.5000282714917882,kperiod_sum
9,-1,13,1.2572313190517548e-09,0.015488404921392807,0.4999779968902145,0.5000220031097855,kperiod_sum
9,-1,14,1.871254561303104e-08,0.015488404921392807,0.4999151126622,0.5000848873378,kperiod_sum
9,-1,15,1.7642290528474546e-08,0.015488404921392807,0.4999175759475264,0.5000824240524736,kperiod_sum
9,-1,16,4.2709746139735216e-07,0.015488404921392807,0.49959445416153825,0.5004055458384618,kperiod_sum
9,-1,17,2.419970336120514e-07,0.015488404921392807,0.49969473185634483,0.5003052681436552,kperiod_sum
9,-1,18,6.451426523301774e-06,0.015488404921392807,0.4984238265925034,0.5015761734074966,kperiod_sum
9,-1,19,3.3402075458544012e-06,0.015488404921392807,0.4988658695309056,0.5011341304690944,kperiod_sum
10,-1,0,0.0,0.015488404921392807,0.4999999995892044,0.5000000004107956,kperiod_sum
10,-1,1,0.0,0.015488404921392807,0.49999999962662256,0.5000000003733774,kperiod_sum
10,-1,2,0.0,0.015488404921392807,0.4999999996186665,0.5000000003813335,kperiod_sum
10,-1,3,0.0,0.015488404921392807,0.49999999975381837,0.5000000002461816,kperiod_sum
10,-1,4,0.0,0.015488404921392807,0.49999999977050313,0.5000000002294969,kperiod_sum
10,-1,5,0.0,0.015488404921392807,0.49999999490607616,0.5000000050939238,kperiod_sum
10,-1,6,2.5479618415147343e-14,0.015488404921392807,0.49999990050489374,0.5000000994951063,kperiod_sum
10,-1,7,4.1097125702549423e-13,0.015488404921392807,0.49999960214715267,0.5000003978528473,kperiod_sum
10,-1,8,3.3851921266148113e-12,0.015488404921392807,0.49999885826908397,0.500001141730916,kperiod_sum
10,-1,9,7.196043760870908e-12,0.015488404921392807,0.49999833536460636,0.5000016646353936,kperiod_sum
10,-1,10,1.3004737287047875e-10,0.015488404921392807,0.499992923353788,0.500007076646212,kperiod_sum
10,-1,11,7.877029029046413e-11,0.015488404921392807,0.49999449245753136,0.5000055075424686,kperiod_sum
10,-1,12,1.17642315888844e-09,0.015488404921392807,0.4999787157547503,0.5000212842452497,kperiod_sum
10,-1,13,1.1091074059166317e-09,0.015488404921392807,0.4999793336739915,0.5000206663260085,kperiod_sum
10,-1,14,2.7143621550429488e-08,0.015488404921392807,0.49989776246442585,0.5001022375355741,kperiod_sum
10,-1,15,1.535551755749154e-08,0.015488404921392807,0.4999231031225384,0.5000768968774616,kperiod_sum
10,-1,16,4.2423965770366226e-07,0.015488404921392807,0.49959581323722735,0.5004041867627727,kperiod_sum
10,-1,17,2.1785761035175712e-07,0.015488404921392807,0.49971035713561396,0.500289642864386,kperiod_sum
10,-1,18,3.1226848369092507e-06,0.015488404921392807,0.49890341984756037,0.5010965801524396,kperiod_sum
10,-1,19,3.6575409556038885e-06,0.015488404921392807,0.4988132182123455,0.5011867817876545,kperiod_sum
11,-1,0,0.0,0.015488404921392807,0.4999999998973155,0.5000000001026845,kperiod_sum
11,-1,1,0.0,0.015488404921392807,0.49999999990666844,0.5000000000933316,kperiod_sum
11,-1,2,0.0,0.015488404921392807,0.4999999999046798,0.5000000000953202,kperiod_sum
11,-1,3,0.0,0.015488404921392807,0.4999999999384631,0.5000000000615369,kperiod_sum
11,-1,4,0.0,0.015488404921392807,0.49999999994263367,0.5000000000573663,kperiod_sum
11,-1,5,9.992007221626409e-17,0.015488404921392807,0.49999999872649914,0.5000000012735009,kperiod_sum
11,-1,6,2.5779378631796137e-14,0.015488404921392807,0.4999999005245327,0.5000000994754673,kperiod_sum
11,-1,7,4.499400851898372e-13,0.015488404921392807,0.4999995837359581,0.5000004162640419,kperiod_sum
11,-1,8,8.136791240787033e-12,0.015488404921392807,0.49999822988240483,0.5000017701175952,kperiod_sum
11,-1,9,4.92845764199501e-12,0.015488404921392807,0.499998622352094,0.500001377647906,kperiod_sum
11,-1,10,7.370763999148267e-11,0.015488404921392807,0.4999946723848605,0.5000053276151395,kperiod_sum
11,-1,11,6.948991382316194e-11,0.015488404921392807,0.49999482705648957,0.5000051729435104,kperiod_sum
11,-1,12,1.706847463367467e-09,0.015488404921392807,0.49997436260850636,0.5000256373914936,kperiod_sum
11,-1,13,9.653264188003164e-10,0.015488404921392807,0.4999807197099041,0.5000192802900959,kperiod_sum
11,-1,14,2.69625804683038e-08,0.015488404921392807,0.4998981039841761,0.5001018960158239,kperiod_sum
11,-1,15,1.382055130338955e-08,0.015488404921392807,0.4999270476708746,0.5000729523291254,kperiod_sum
11,-1,16,2.0356044839742184e-07,0.015488404921392807,0.49972002247754055,0.5002799775224595,kperiod_sum
11,-1,17,2.387979911810945e-07,0.015488404921392807,0.49969675629147803,0.500303243708522,kperiod_sum
